tourist_id,gioi_tinh,nhom_tuoi,muc_dich,so_nguoi,ngan_sach_trieu,so_ngay,mua,dia_diem,kenh_dat,danh_gia,khach_quay_lai,DV_Khach_San_Resort,DV_Homestay_Glamping,DV_Ve_May_Bay,DV_Dua_Don_San_Bay,DV_Ve_Khu_Vui_Choi,DV_Tour_Trong_Ngay,DV_Thue_Xe_Oto,DV_Thue_Xe_Dien,HD_Tam_Bien,HD_Leo_Nui_Trekking,HD_Tham_Quan_Di_Tich,HD_Mua_Sam,HD_Am_Thuc,HD_Chup_Anh_Check_In,HD_The_Thao_Nuoc,HD_Nghi_Duong_Chua_Lanh,services_list,activities_list
KH0609,Nam,36-45,Di_Mot_Minh,4,25.2,3,Thu,Da_Lat,Website_OTA,4.5,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,"DV_Khach_San_Resort,DV_Ve_May_Bay,DV_Dua_Don_San_Bay,DV_Thue_Xe_Dien","HD_Leo_Nui_Trekking,HD_Mua_Sam"
KH0610,Nam,26-35,Cong_Tac,6,22.2,6,Ha,Ha_Noi,Truc_Tiep,3.5,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,"DV_Homestay_Glamping,DV_Ve_May_Bay,DV_Dua_Don_San_Bay,DV_Thue_Xe_Dien","HD_Leo_Nui_Trekking,HD_Chup_Anh_Check_In"
KH0611,Nu,46-55,Tuan_Trang_Mat,2,9.1,2,Ha,Sapa,Super_App_Vi_Dien_Tu,4.5,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,"DV_Khach_San_Resort,DV_Thue_Xe_Dien","HD_Leo_Nui_Trekking,HD_Mua_Sam"
KH0612,Nu,46-55,Gia_Dinh,1,7.0,4,Thu,Phu_Quoc,App_Di_Dong,4.0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,"DV_Khach_San_Resort,DV_Homestay_Glamping,DV_Ve_May_Bay,DV_Ve_Khu_Vui_Choi,DV_Tour_Trong_Ngay","HD_Tam_Bien,HD_The_Thao_Nuoc"
KH0613,Nam,36-45,Ban_Be,6,13.0,2,Thu,Da_Lat,Truc_Tiep,3.0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,"DV_Homestay_Glamping,DV_Thue_Xe_Dien",HD_Leo_Nui_Trekking
KH0614,Nu,46-55,Tuan_Trang_Mat,4,42.9,8,Xuan,Ha_Long,App_Di_Dong,3.0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,"DV_Homestay_Glamping,DV_Ve_May_Bay,DV_Dua_Don_San_Bay,DV_Ve_Khu_Vui_Choi,DV_Tour_Trong_Ngay","HD_Tam_Bien,HD_The_Thao_Nuoc"
KH0615,Nam,55+,Kham_Pha,5,50.1,5,Xuan,Sapa,Truc_Tiep,4.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,DV_Khach_San_Resort,"HD_Tham_Quan_Di_Tich,HD_Chup_Anh_Check_In"
KH0616,Nu,46-55,Tuan_Trang_Mat,2,9.4,6,Thu,Ha_Noi,Truc_Tiep,3.0,0,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,"DV_Khach_San_Resort,DV_Ve_May_Bay,DV_Dua_Don_San_Bay,DV_Tour_Trong_Ngay,DV_Thue_Xe_Oto,DV_Thue_Xe_Dien",HD_Mua_Sam
KH0617,Nam,18-25,Ban_Be,4,35.3,8,Xuan,Mui_Ne,App_Di_Dong,2.5,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,"DV_Homestay_Glamping,DV_Tour_Trong_Ngay,DV_Thue_Xe_Oto","HD_Am_Thuc,HD_Chup_Anh_Check_In,HD_The_Thao_Nuoc"
KH0618,Nu,55+,Tuan_Trang_Mat,4,39.4,4,Dong,Nha_Trang,Website_OTA,3.5,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,"DV_Khach_San_Resort,DV_Ve_May_Bay,DV_Dua_Don_San_Bay,DV_Tour_Trong_Ngay",HD_Leo_Nui_Trekking
KH0619,Nam,26-35,Cong_Tac,4,13.8,4,Thu,Mui_Ne,Website_OTA,4.0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,1,"DV_Homestay_Glamping,DV_Tour_Trong_Ngay,DV_Thue_Xe_Oto","HD_Mua_Sam,HD_Am_Thuc,HD_The_Thao_Nuoc,HD_Nghi_Duong_Chua_Lanh"
KH0620,Nam,26-35,Tuan_Trang_Mat,5,36.7,4,Thu,Ha_Long,Truc_Tiep,3.0,1,1,0,1,1,0,1,0,0,1,0,1,1,0,1,1,0,"DV_Khach_San_Resort,DV_Ve_May_Bay,DV_Dua_Don_San_Bay,DV_Tour_Trong_Ngay","HD_Tam_Bien,HD_Tham_Quan_Di_Tich,HD_Mua_Sam,HD_Chup_Anh_Check_In,HD_The_Thao_Nuoc"
KH0621,Nu,46-55,Ban_Be,2,8.5,3,Xuan,Da_Lat,Super_App_Vi_Dien_Tu,4.0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,"DV_Homestay_Glamping,DV_Thue_Xe_Dien","HD_Leo_Nui_Trekking,HD_Tham_Quan_Di_Tich,HD_Chup_Anh_Check_In"
KH0622,Nu,46-55,Di_Mot_Minh,5,36.5,3,Dong,Ha_Long,Super_App_Vi_Dien_Tu,3.0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,"DV_Khach_San_Resort,DV_Ve_Khu_Vui_Choi,DV_Tour_Trong_Ngay","HD_Leo_Nui_Trekking,HD_The_Thao_Nuoc"
KH0623,Nu,55+,Kham_Pha,5,42.0,5,Xuan,Hoi_An,App_Di_Dong,3.0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,DV_Khach_San_Resort,"HD_Tam_Bien,HD_Tham_Quan_Di_Tich,HD_The_Thao_Nuoc"
KH0624,Nam,18-25,Kham_Pha,1,3.9,3,Dong,Ha_Noi,Super_App_Vi_Dien_Tu,4.0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,"DV_Homestay_Glamping,DV_Ve_May_Bay,DV_Dua_Don_San_Bay","HD_Tham_Quan_Di_Tich,HD_Chup_Anh_Check_In"
KH0625,Nam,46-55,Cong_Tac,1,10.3,5,Xuan,Ha_Noi,Truc_Tiep,3.5,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,"DV_Khach_San_Resort,DV_Ve_May_Bay,DV_Dua_Don_San_Bay",HD_Tham_Quan_Di_Tich
KH0626,Nam,46-55,Gia_Dinh,4,42.9,5,Ha,Nha_Trang,Website_OTA,4.5,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0,1,1,"DV_Khach_San_Resort,DV_Ve_May_Bay,DV_Ve_Khu_Vui_Choi,DV_Tour_Trong_Ngay","HD_Tam_Bien,HD_Leo_Nui_Trekking,HD_The_Thao_Nuoc,HD_Nghi_Duong_Chua_Lanh"
KH0627,Nu,36-45,Di_Mot_Minh,1,7.0,3,Ha,Mui_Ne,App_Di_Dong,3.5,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,DV_Khach_San_Resort,"HD_Tam_Bien,HD_Nghi_Duong_Chua_Lanh"
KH0628,Nam,26-35,Gia_Dinh,6,17.7,4,Xuan,Da_Lat,Truc_Tiep,3.0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,"DV_Homestay_Glamping,DV_Ve_May_Bay,DV_Dua_Don_San_Bay,DV_Thue_Xe_Dien","HD_Chup_Anh_Check_In,HD_Nghi_Duong_Chua_Lanh"
KH0629,Nam,55+,Di_Mot_Minh,4,45.8,7,Ha,HCMC,App_Di_Dong,3.0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,"DV_Khach_San_Resort,DV_Ve_May_Bay,DV_Dua_Don_San_Bay,DV_Thue_Xe_Dien",HD_Tham_Quan_Di_Tich
KH0630,Nu,46-55,Di_Mot_Minh,5,85.8,5,Dong,Mui_Ne,App_Di_Dong,3.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,DV_Khach_San_Resort,HD_The_Thao_Nuoc
KH0631,Nu,55+,Di_Mot_Minh,2,21.8,5,Dong,Da_Nang,Super_App_Vi_Dien_Tu,4.0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,"DV_Khach_San_Resort,DV_Ve_Khu_Vui_Choi,DV_Tour_Trong_Ngay","HD_Tam_Bien,HD_Tham_Quan_Di_Tich"
KH0632,Nam,46-55,Kham_Pha,2,5.7,3,Dong,Sapa,Website_OTA,3.0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"DV_Homestay_Glamping,DV_Dua_Don_San_Bay",HD_Am_Thuc
KH0633,Nu,26-35,Cong_Tac,5,23.4,2,Xuan,Phu_Quoc,Super_App_Vi_Dien_Tu,4.0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,1,1,"DV_Khach_San_Resort,DV_Ve_May_Bay,DV_Dua_Don_San_Bay","HD_Tam_Bien,HD_Tham_Quan_Di_Tich,HD_Chup_Anh_Check_In,HD_The_Thao_Nuoc,HD_Nghi_Duong_Chua_Lanh"
KH0634,Nam,26-35,Cong_Tac,6,85.1,8,Dong,Hoi_An,Website_OTA,4.0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,"DV_Khach_San_Resort,DV_Ve_Khu_Vui_Choi","HD_Tham_Quan_Di_Tich,HD_Chup_Anh_Check_In"
KH0635,Nam,46-55,Ban_Be,3,22.1,5,Dong,Da_Nang,Truc_Tiep,4.0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,"DV_Homestay_Glamping,DV_Ve_May_Bay,DV_Ve_Khu_Vui_Choi",HD_The_Thao_Nuoc
KH0636,Nu,55+,Cong_Tac,2,2.9,2,Xuan,Ha_Noi,App_Di_Dong,4.0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"DV_Homestay_Glamping,DV_Ve_May_Bay",HD_Tam_Bien
KH0637,Nu,36-45,Ban_Be,5,58.5,4,Thu,Da_Lat,Super_App_Vi_Dien_Tu,4.5,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,DV_Khach_San_Resort,HD_Leo_Nui_Trekking
KH0638,Nam,18-25,Tuan_Trang_Mat,5,48.5,8,Xuan,Da_Lat,App_Di_Dong,3.5,1,0,1,1,0,0,1,1,1,0,1,0,0,0,1,1,0,"DV_Homestay_Glamping,DV_Ve_May_Bay,DV_Tour_Trong_Ngay,DV_Thue_Xe_Oto,DV_Thue_Xe_Dien","HD_Leo_Nui_Trekking,HD_Chup_Anh_Check_In,HD_The_Thao_Nuoc"
KH0639,Nu,55+,Gia_Dinh,4,29.0,2,Dong,Mui_Ne,Website_OTA,5.0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,"DV_Khach_San_Resort,DV_Tour_Trong_Ngay","HD_Tam_Bien,HD_Leo_Nui_Trekking,HD_The_Thao_Nuoc,HD_Nghi_Duong_Chua_Lanh"
KH0640,Nam,26-35,Gia_Dinh,2,20.0,5,Thu,Mui_Ne,Website_OTA,4.5,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,DV_Khach_San_Resort,"HD_Am_Thuc,HD_The_Thao_Nuoc"
KH0641,Nu,46-55,Cong_Tac,2,14.3,5,Dong,Phu_Quoc,App_Di_Dong,3.5,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,"DV_Homestay_Glamping,DV_Ve_May_Bay,DV_Dua_Don_San_Bay,DV_Ve_Khu_Vui_Choi,DV_Tour_Trong_Ngay",HD_Am_Thuc
KH0642,Nu,36-45,Cong_Tac,2,32.8,7,Ha,HCMC,Super_App_Vi_Dien_Tu,4.0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,"DV_Khach_San_Resort,DV_Thue_Xe_Dien","HD_Tam_Bien,HD_Tham_Quan_Di_Tich"
KH0643,Nam,36-45,Ban_Be,2,7.5,3,Xuan,Sapa,App_Di_Dong,4.0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,DV_Homestay_Glamping,"HD_Leo_Nui_Trekking,HD_Tham_Quan_Di_Tich"
KH0644,Nam,55+,Di_Mot_Minh,5,51.7,2,Xuan,Phu_Quoc,Website_OTA,4.5,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,"DV_Khach_San_Resort,DV_Ve_May_Bay,DV_Dua_Don_San_Bay,DV_Ve_Khu_Vui_Choi,DV_Thue_Xe_Oto","HD_Tam_Bien,HD_The_Thao_Nuoc"
KH0645,Nam,18-25,Di_Mot_Minh,3,8.7,3,Ha,Sapa,Website_OTA,2.5,1,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,"DV_Khach_San_Resort,DV_Tour_Trong_Ngay","HD_Leo_Nui_Trekking,HD_Mua_Sam,HD_Am_Thuc,HD_Chup_Anh_Check_In,HD_Nghi_Duong_Chua_Lanh"
KH0646,Nam,26-35,Tuan_Trang_Mat,2,11.0,4,Xuan,Sapa,Website_OTA,4.0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,"DV_Homestay_Glamping,DV_Tour_Trong_Ngay","HD_Tham_Quan_Di_Tich,HD_Chup_Anh_Check_In"
KH0647,Nu,46-55,Kham_Pha,3,21.6,4,Ha,Da_Lat,Truc_Tiep,4.5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,DV_Khach_San_Resort,HD_Leo_Nui_Trekking
KH0648,Nu,18-25,Di_Mot_Minh,6,27.8,3,Dong,Phu_Quoc,Super_App_Vi_Dien_Tu,3.0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,"DV_Homestay_Glamping,DV_Ve_May_Bay,DV_Ve_Khu_Vui_Choi,DV_Tour_Trong_Ngay","HD_Tam_Bien,HD_Chup_Anh_Check_In"
KH0649,Nam,26-35,Di_Mot_Minh,2,29.5,7,Dong,Da_Lat,Super_App_Vi_Dien_Tu,4.5,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,"DV_Khach_San_Resort,DV_Ve_May_Bay,DV_Dua_Don_San_Bay","HD_Leo_Nui_Trekking,HD_Chup_Anh_Check_In,HD_Nghi_Duong_Chua_Lanh"
KH0650,Nam,55+,Gia_Dinh,1,5.2,5,Ha,Phu_Quoc,Super_App_Vi_Dien_Tu,3.5,1,0,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,"DV_Homestay_Glamping,DV_Ve_May_Bay,DV_Dua_Don_San_Bay,DV_Ve_Khu_Vui_Choi","HD_Tam_Bien,HD_Mua_Sam,HD_Am_Thuc"
KH0651,Nu,26-35,Kham_Pha,5,80.6,8,Ha,Phu_Quoc,Super_App_Vi_Dien_Tu,4.0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,1,0,1,"DV_Homestay_Glamping,DV_Ve_May_Bay,DV_Ve_Khu_Vui_Choi,DV_Tour_Trong_Ngay","HD_Tam_Bien,HD_Am_Thuc,HD_Chup_Anh_Check_In,HD_Nghi_Duong_Chua_Lanh"
KH0652,Nam,18-25,Gia_Dinh,4,12.2,2,Ha,Sapa,App_Di_Dong,2.5,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,"DV_Khach_San_Resort,DV_Homestay_Glamping,DV_Thue_Xe_Dien","HD_Leo_Nui_Trekking,HD_Chup_Anh_Check_In,HD_Nghi_Duong_Chua_Lanh"
KH0653,Nam,18-25,Gia_Dinh,3,24.8,6,Xuan,Ha_Noi,Website_OTA,4.0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,1,0,1,"DV_Khach_San_Resort,DV_Ve_May_Bay,DV_Tour_Trong_Ngay,DV_Thue_Xe_Dien","HD_Tham_Quan_Di_Tich,HD_Mua_Sam,HD_Chup_Anh_Check_In,HD_Nghi_Duong_Chua_Lanh"
KH0654,Nu,55+,Di_Mot_Minh,2,6.2,2,Ha,Ha_Noi,App_Di_Dong,5.0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,"DV_Khach_San_Resort,DV_Ve_May_Bay","HD_Leo_Nui_Trekking,HD_Am_Thuc"
KH0655,Nam,55+,Cong_Tac,6,38.5,2,Thu,Ha_Long,Website_OTA,5.0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,"DV_Khach_San_Resort,DV_Ve_May_Bay,DV_Dua_Don_San_Bay,DV_Thue_Xe_Oto","HD_Tam_Bien,HD_Leo_Nui_Trekking"
KH0656,Nam,36-45,Di_Mot_Minh,1,4.3,2,Ha,Sapa,Website_OTA,4.0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,DV_Khach_San_Resort,"HD_Leo_Nui_Trekking,HD_Tham_Quan_Di_Tich"
KH0657,Nu,55+,Cong_Tac,5,17.8,3,Xuan,HCMC,Website_OTA,3.0,1,1,0,1,1,0,0,0,0,0,1,1,0,1,0,1,1,"DV_Khach_San_Resort,DV_Ve_May_Bay,DV_Dua_Don_San_Bay","HD_Leo_Nui_Trekking,HD_Tham_Quan_Di_Tich,HD_Am_Thuc,HD_The_Thao_Nuoc,HD_Nghi_Duong_Chua_Lanh"
KH0658,Nam,46-55,Cong_Tac,6,17.3,5,Ha,Hue,App_Di_Dong,3.0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,"DV_Homestay_Glamping,DV_Thue_Xe_Oto","HD_Tam_Bien,HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
KH0659,Nu,18-25,Cong_Tac,3,14.4,5,Thu,Sapa,Truc_Tiep,3.0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,"DV_Homestay_Glamping,DV_Thue_Xe_Dien",HD_Leo_Nui_Trekking
KH0660,Nam,36-45,Ban_Be,5,11.7,2,Dong,Da_Nang,Truc_Tiep,4.0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,"DV_Khach_San_Resort,DV_Ve_May_Bay,DV_Ve_Khu_Vui_Choi,DV_Tour_Trong_Ngay",HD_The_Thao_Nuoc
KH0661,Nu,46-55,Cong_Tac,6,87.2,7,Xuan,Phu_Quoc,Truc_Tiep,4.0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,"DV_Khach_San_Resort,DV_Ve_May_Bay,DV_Dua_Don_San_Bay,DV_Tour_Trong_Ngay",HD_The_Thao_Nuoc
KH0662,Nu,26-35,Cong_Tac,5,115.5,8,Dong,Da_Nang,Website_OTA,4.0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,"DV_Khach_San_Resort,DV_Ve_May_Bay,DV_Dua_Don_San_Bay,DV_Ve_Khu_Vui_Choi,DV_Tour_Trong_Ngay","HD_Chup_Anh_Check_In,HD_The_Thao_Nuoc"
KH0663,Nu,26-35,Tuan_Trang_Mat,6,22.0,3,Thu,Sapa,Truc_Tiep,3.0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,"DV_Khach_San_Resort,DV_Tour_Trong_Ngay,DV_Thue_Xe_Oto","HD_Mua_Sam,HD_Chup_Anh_Check_In,HD_The_Thao_Nuoc,HD_Nghi_Duong_Chua_Lanh"
KH0664,Nu,26-35,Tuan_Trang_Mat,1,6.3,4,Ha,Ha_Noi,Super_App_Vi_Dien_Tu,5.0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,"DV_Khach_San_Resort,DV_Ve_May_Bay,DV_Dua_Don_San_Bay,DV_Thue_Xe_Dien","HD_Tham_Quan_Di_Tich,HD_Chup_Anh_Check_In,HD_Nghi_Duong_Chua_Lanh"
KH0665,Nu,18-25,Tuan_Trang_Mat,1,6.7,8,Ha,Hoi_An,Truc_Tiep,3.0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,"DV_Khach_San_Resort,DV_Homestay_Glamping","HD_Tham_Quan_Di_Tich,HD_Chup_Anh_Check_In,HD_Nghi_Duong_Chua_Lanh"
KH0666,Nu,46-55,Gia_Dinh,5,137.5,7,Thu,Mui_Ne,App_Di_Dong,4.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,DV_Khach_San_Resort,HD_Mua_Sam
KH0667,Nam,18-25,Kham_Pha,4,24.9,5,Dong,Hue,Super_App_Vi_Dien_Tu,4.0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,"DV_Khach_San_Resort,DV_Ve_May_Bay,DV_Dua_Don_San_Bay,DV_Thue_Xe_Oto","HD_Chup_Anh_Check_In,HD_Nghi_Duong_Chua_Lanh"
KH0668,Nam,26-35,Kham_Pha,4,4.4,2,Thu,Hue,Truc_Tiep,3.0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,0,0,"DV_Homestay_Glamping,DV_Ve_May_Bay,DV_Dua_Don_San_Bay,DV_Tour_Trong_Ngay,DV_Thue_Xe_Oto","HD_Tham_Quan_Di_Tich,HD_Am_Thuc,HD_Chup_Anh_Check_In"
KH0669,Nam,26-35,Ban_Be,5,47.7,7,Thu,Ha_Noi,Website_OTA,3.5,1,1,0,1,1,0,0,1,1,0,0,1,0,0,1,1,1,"DV_Khach_San_Resort,DV_Ve_May_Bay,DV_Dua_Don_San_Bay,DV_Thue_Xe_Oto,DV_Thue_Xe_Dien","HD_Tham_Quan_Di_Tich,HD_Chup_Anh_Check_In,HD_The_Thao_Nuoc,HD_Nghi_Duong_Chua_Lanh"
KH0670,Nu,46-55,Di_Mot_Minh,4,17.3,6,Dong,Da_Lat,Super_App_Vi_Dien_Tu,3.5,1,0,1,1,1,1,0,0,0,0,1,1,0,1,0,1,0,"DV_Homestay_Glamping,DV_Ve_May_Bay,DV_Dua_Don_San_Bay,DV_Ve_Khu_Vui_Choi","HD_Leo_Nui_Trekking,HD_Tham_Quan_Di_Tich,HD_Am_Thuc,HD_The_Thao_Nuoc"
KH0671,Nu,18-25,Cong_Tac,4,47.6,6,Ha,Sapa,App_Di_Dong,4.0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,"DV_Khach_San_Resort,DV_Ve_May_Bay,DV_Tour_Trong_Ngay,DV_Thue_Xe_Dien","HD_The_Thao_Nuoc,HD_Nghi_Duong_Chua_Lanh"
KH0672,Nam,55+,Cong_Tac,2,5.1,2,Thu,Sapa,Super_App_Vi_Dien_Tu,4.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,DV_Homestay_Glamping,HD_The_Thao_Nuoc
KH0673,Nam,26-35,Tuan_Trang_Mat,1,6.8,8,Xuan,Sapa,App_Di_Dong,3.0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,"DV_Homestay_Glamping,DV_Tour_Trong_Ngay,DV_Thue_Xe_Oto",HD_Leo_Nui_Trekking
KH0674,Nam,55+,Di_Mot_Minh,4,33.9,4,Xuan,Hoi_An,Website_OTA,4.0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,"DV_Khach_San_Resort,DV_Tour_Trong_Ngay,DV_Thue_Xe_Oto","HD_Tham_Quan_Di_Tich,HD_Chup_Anh_Check_In"
KH0675,Nam,36-45,Gia_Dinh,3,11.2,3,Xuan,Hoi_An,App_Di_Dong,4.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,DV_Khach_San_Resort,"HD_Tham_Quan_Di_Tich,HD_Nghi_Duong_Chua_Lanh"
KH0676,Nam,26-35,Ban_Be,6,7.3,2,Dong,Hoi_An,Truc_Tiep,3.5,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,DV_Homestay_Glamping,"HD_Tham_Quan_Di_Tich,HD_Am_Thuc,HD_The_Thao_Nuoc"
KH0677,Nam,55+,Di_Mot_Minh,4,24.2,4,Dong,Da_Lat,Truc_Tiep,3.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,DV_Khach_San_Resort,"HD_Leo_Nui_Trekking,HD_The_Thao_Nuoc"
KH0678,Nu,26-35,Ban_Be,4,16.6,5,Ha,Hue,App_Di_Dong,3.5,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,"DV_Homestay_Glamping,DV_Ve_May_Bay","HD_Tam_Bien,HD_Tham_Quan_Di_Tich"
KH0679,Nam,55+,Di_Mot_Minh,2,17.4,4,Ha,Da_Nang,Super_App_Vi_Dien_Tu,4.5,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,"DV_Khach_San_Resort,DV_Ve_Khu_Vui_Choi,DV_Tour_Trong_Ngay",HD_The_Thao_Nuoc
KH0680,Nu,36-45,Ban_Be,4,56.4,8,Dong,Da_Nang,Super_App_Vi_Dien_Tu,2.5,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,"DV_Khach_San_Resort,DV_Ve_May_Bay,DV_Ve_Khu_Vui_Choi,DV_Thue_Xe_Oto",HD_Tam_Bien
KH0681,Nu,26-35,Ban_Be,1,14.4,8,Xuan,Ha_Noi,App_Di_Dong,4.0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,"DV_Khach_San_Resort,DV_Thue_Xe_Oto,DV_Thue_Xe_Dien","HD_Tham_Quan_Di_Tich,HD_Chup_Anh_Check_In"
KH0682,Nam,18-25,Di_Mot_Minh,5,41.6,5,Dong,Hoi_An,Website_OTA,3.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,"DV_Khach_San_Resort,DV_Tour_Trong_Ngay","HD_Mua_Sam,HD_Chup_Anh_Check_In"
KH0683,Nam,18-25,Kham_Pha,6,56.0,7,Ha,Sapa,Website_OTA,4.5,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,"DV_Khach_San_Resort,DV_Homestay_Glamping,DV_Thue_Xe_Oto","HD_Leo_Nui_Trekking,HD_Chup_Anh_Check_In"
KH0684,Nam,55+,Gia_Dinh,5,57.1,8,Ha,Nha_Trang,Website_OTA,3.5,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,"DV_Homestay_Glamping,DV_Ve_Khu_Vui_Choi","HD_Tam_Bien,HD_Tham_Quan_Di_Tich"
KH0685,Nam,26-35,Kham_Pha,6,137.0,5,Xuan,Nha_Trang,App_Di_Dong,4.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,DV_Khach_San_Resort,"HD_Tam_Bien,HD_Chup_Anh_Check_In,HD_Nghi_Duong_Chua_Lanh"
KH0686,Nam,46-55,Ban_Be,6,45.0,8,Thu,HCMC,Website_OTA,3.5,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,"DV_Homestay_Glamping,DV_Ve_May_Bay,DV_Thue_Xe_Dien",HD_Leo_Nui_Trekking
KH0687,Nu,55+,Kham_Pha,5,12.5,2,Ha,Da_Lat,Super_App_Vi_Dien_Tu,4.0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,"DV_Khach_San_Resort,DV_Dua_Don_San_Bay,DV_Tour_Trong_Ngay",HD_Leo_Nui_Trekking
KH0688,Nu,18-25,Gia_Dinh,6,39.2,4,Xuan,Hoi_An,Super_App_Vi_Dien_Tu,3.5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,DV_Khach_San_Resort,"HD_Tham_Quan_Di_Tich,HD_Chup_Anh_Check_In,HD_Nghi_Duong_Chua_Lanh"
KH0689,Nu,46-55,Gia_Dinh,6,24.5,3,Xuan,Hue,Truc_Tiep,3.5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,DV_Khach_San_Resort,"HD_Tam_Bien,HD_Nghi_Duong_Chua_Lanh"
