id,ngan_sach_trieu,so_ngay,so_nguoi,muc_dich,nhom_tuoi,gioi_tinh,mua,dia_diem,kenh_dat,danh_gia,khach_quay_lai,tu_den,hang_hang_khong,loai_khach_san,ho_boi,DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Dua_Don_San_Bay,DV_Tour_Va_Khu_Vui_Choi,DV_Thue_Xe_Tu_Lai,HD_Tam_Bien,HD_Leo_Nui_Trekking,HD_Tham_Quan_Di_Tich,HD_Am_Thuc,HD_Check_In,HD_Nghi_Duong_Chua_Lanh,services_list,activities_list
2649,7.9,1,2,Kham_Pha,Tren_55,Nam,Mua_Ha,Da_Lat,Mobile_App,5,1,Can_Tho,VietJet_Air,Hotel_4_Star,1,1,0,0,1,0,0,1,0,1,1,0,"DV_Khach_San_Homestay,DV_Tour_Va_Khu_Vui_Choi","HD_Leo_Nui_Trekking,HD_Am_Thuc,HD_Check_In"
2650,13.8,2,2,Kham_Pha,25_34,Nu,Mua_Ha,Hoi_An,Website,5,0,HCMC,VietJet_Air,Hotel_4_Star,1,1,0,0,1,0,0,0,1,0,0,0,"DV_Khach_San_Homestay,DV_Tour_Va_Khu_Vui_Choi",HD_Tham_Quan_Di_Tich
2651,31.0,7,3,Cong_Tac,18_24,Nu,Mua_Xuan,Nha_Trang,Truc_Tiep,4,1,Hai_Phong,Vietnam_Airlines,Resort_5_Star,1,1,1,0,1,0,1,0,0,1,1,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Tour_Va_Khu_Vui_Choi","HD_Tam_Bien,HD_Am_Thuc,HD_Check_In"
2652,44.1,4,2,Nghi_Duong,25_34,Nu,Mua_Dong,Hoi_An,Zalo_OA,4,0,Hai_Phong,VietJet_Air,Hotel_3_Star,0,1,0,0,0,1,0,0,1,0,0,0,"DV_Khach_San_Homestay,DV_Thue_Xe_Tu_Lai",HD_Tham_Quan_Di_Tich
2653,14.1,4,5,Kham_Pha,35_44,Nu,Mua_Xuan,Da_Lat,Website,5,0,Da_Nang,Bamboo_Airways,Hotel_3_Star,0,1,0,0,1,1,0,1,0,1,1,0,"DV_Khach_San_Homestay,DV_Tour_Va_Khu_Vui_Choi,DV_Thue_Xe_Tu_Lai","HD_Leo_Nui_Trekking,HD_Am_Thuc,HD_Check_In"
2654,26.6,5,2,Nghi_Duong,18_24,Nu,Mua_Thu,Nha_Trang,Truc_Tiep,4,1,Can_Tho,Bamboo_Airways,Homestay,0,1,0,0,0,0,1,0,0,1,0,1,DV_Khach_San_Homestay,"HD_Tam_Bien,HD_Am_Thuc,HD_Nghi_Duong_Chua_Lanh"
2655,11.5,1,4,Cong_Tac,35_44,Nam,Mua_Xuan,Phu_Quoc,Truc_Tiep,4,0,Hai_Phong,Bamboo_Airways,Hotel_4_Star,1,1,0,0,0,1,1,0,0,0,1,0,"DV_Khach_San_Homestay,DV_Thue_Xe_Tu_Lai","HD_Tam_Bien,HD_Check_In"
2656,8.7,3,3,Cong_Tac,25_34,Nu,Mua_Xuan,Hoi_An,Truc_Tiep,4,0,Ha_Noi,Bamboo_Airways,Hotel_4_Star,1,1,0,0,0,0,0,0,1,1,0,0,DV_Khach_San_Homestay,"HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
2657,3.3,4,4,Trang_Mat,Tren_55,Nam,Mua_Thu,Ha_Long,Website,5,0,Can_Tho,Vietnam_Airlines,Hotel_3_Star,0,1,0,0,1,0,0,0,1,1,0,0,"DV_Khach_San_Homestay,DV_Tour_Va_Khu_Vui_Choi","HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
2658,17.5,3,4,Nghi_Duong,18_24,Nu,Mua_Ha,Phu_Quoc,Mobile_App,4,0,HCMC,Bamboo_Airways,Hotel_4_Star,1,1,1,1,1,0,1,0,0,0,1,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Dua_Don_San_Bay,DV_Tour_Va_Khu_Vui_Choi","HD_Tam_Bien,HD_Check_In"
2659,5.0,1,2,Kham_Pha,35_44,Nu,Mua_Dong,Hoi_An,Mobile_App,4,0,Da_Nang,Bamboo_Airways,Hotel_3_Star,0,0,0,0,1,0,0,0,1,1,0,0,DV_Tour_Va_Khu_Vui_Choi,"HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
2660,26.4,7,3,Nghi_Duong,45_54,Nam,Mua_Dong,Sapa,Zalo_OA,5,1,Ha_Noi,Vietravel_Airlines,Hotel_4_Star,1,1,0,0,0,0,0,1,0,0,1,0,DV_Khach_San_Homestay,"HD_Leo_Nui_Trekking,HD_Check_In"
2661,23.7,5,1,Kham_Pha,Tren_55,Nu,Mua_Ha,Da_Nang,Truc_Tiep,3,1,Ha_Noi,Vietnam_Airlines,Resort_5_Star,0,1,1,1,0,0,1,0,0,0,0,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Dua_Don_San_Bay",HD_Tam_Bien
2662,30.6,4,2,Kham_Pha,35_44,Nam,Mua_Dong,Sapa,Website,4,0,HCMC,Bamboo_Airways,Resort_5_Star,1,1,1,1,1,1,0,0,0,0,0,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Dua_Don_San_Bay,DV_Tour_Va_Khu_Vui_Choi,DV_Thue_Xe_Tu_Lai",
2663,3.5,1,3,Cong_Tac,45_54,Nam,Mua_Thu,Ha_Noi,Zalo_OA,3,0,Hai_Phong,Vietravel_Airlines,Homestay,0,1,1,1,0,0,0,0,1,0,0,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Dua_Don_San_Bay",HD_Tham_Quan_Di_Tich
2664,17.6,5,3,Nghi_Duong,45_54,Nam,Mua_Ha,Phu_Quoc,Mobile_App,5,1,Da_Nang,Vietnam_Airlines,Hotel_4_Star,1,0,0,0,1,0,1,0,0,0,1,0,DV_Tour_Va_Khu_Vui_Choi,"HD_Tam_Bien,HD_Check_In"
2665,40.3,7,5,Nghi_Duong,18_24,Nu,Mua_Dong,Ha_Long,Zalo_OA,5,1,HCMC,Vietnam_Airlines,Homestay,0,1,1,1,0,0,0,0,1,1,0,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Dua_Don_San_Bay","HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
2666,18.6,4,1,Nghi_Duong,45_54,Nam,Mua_Thu,Mui_Ne,Mobile_App,4,0,Hai_Phong,Vietravel_Airlines,Resort_5_Star,1,1,1,1,0,0,0,0,0,0,1,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Dua_Don_San_Bay",HD_Check_In
2667,7.6,3,3,Trang_Mat,25_34,Nam,Mua_Xuan,Da_Nang,Mobile_App,4,1,Da_Nang,None,Hotel_4_Star,1,1,0,0,0,0,1,0,0,1,0,0,DV_Khach_San_Homestay,"HD_Tam_Bien,HD_Am_Thuc"
2668,7.8,1,4,Cong_Tac,18_24,Nu,Mua_Thu,HCMC,Website,4,1,Da_Nang,Bamboo_Airways,Hotel_3_Star,0,0,0,0,0,0,0,0,1,1,0,0,,"HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
2669,27.5,5,2,Nghi_Duong,Tren_55,Nam,Mua_Thu,Ha_Noi,Website,5,0,Ha_Noi,None,Homestay,0,1,0,0,0,0,0,0,1,0,0,0,DV_Khach_San_Homestay,HD_Tham_Quan_Di_Tich
2670,12.1,2,4,Trang_Mat,Tren_55,Nam,Mua_Dong,Da_Nang,Truc_Tiep,3,1,Hai_Phong,Bamboo_Airways,Homestay,0,0,1,0,0,0,1,0,0,0,1,0,DV_Ve_May_Bay,"HD_Tam_Bien,HD_Check_In"
2671,26.1,3,5,Nghi_Duong,45_54,Nu,Mua_Xuan,Ha_Long,Website,4,1,Ha_Noi,Vietnam_Airlines,Resort_5_Star,1,1,0,0,1,0,0,0,1,1,0,0,"DV_Khach_San_Homestay,DV_Tour_Va_Khu_Vui_Choi","HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
2672,36.5,5,3,Kham_Pha,Tren_55,Nam,Mua_Thu,Phu_Quoc,Website,4,0,Can_Tho,Bamboo_Airways,Resort_5_Star,1,1,0,0,1,0,1,0,0,1,1,0,"DV_Khach_San_Homestay,DV_Tour_Va_Khu_Vui_Choi","HD_Tam_Bien,HD_Am_Thuc,HD_Check_In"
2673,10.5,2,1,Trang_Mat,25_34,Nam,Mua_Dong,Ha_Long,Website,5,0,Ha_Noi,Vietravel_Airlines,Homestay,0,1,0,0,1,0,0,0,1,1,0,0,"DV_Khach_San_Homestay,DV_Tour_Va_Khu_Vui_Choi","HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
2674,9.5,4,3,Kham_Pha,45_54,Nu,Mua_Xuan,Da_Nang,Truc_Tiep,4,0,Ha_Noi,Bamboo_Airways,Homestay,0,0,1,1,1,0,1,0,0,1,1,0,"DV_Ve_May_Bay,DV_Dua_Don_San_Bay,DV_Tour_Va_Khu_Vui_Choi","HD_Tam_Bien,HD_Am_Thuc,HD_Check_In"
2675,7.2,3,5,Trang_Mat,35_44,Nu,Mua_Dong,Phu_Quoc,Website,5,0,HCMC,Bamboo_Airways,Hotel_4_Star,1,1,1,1,0,0,0,0,0,0,1,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Dua_Don_San_Bay",HD_Check_In
2676,32.1,4,4,Nghi_Duong,Tren_55,Nam,Mua_Thu,Da_Nang,Zalo_OA,4,0,Da_Nang,None,Hotel_4_Star,1,1,0,0,0,0,1,0,0,1,1,1,DV_Khach_San_Homestay,"HD_Tam_Bien,HD_Am_Thuc,HD_Check_In,HD_Nghi_Duong_Chua_Lanh"
2677,13.1,3,2,Trang_Mat,45_54,Nu,Mua_Xuan,Ha_Noi,Truc_Tiep,3,1,Hai_Phong,Bamboo_Airways,Hotel_3_Star,0,0,0,0,0,0,0,0,1,0,0,0,,HD_Tham_Quan_Di_Tich
2678,12.5,4,3,Cong_Tac,Tren_55,Nam,Mua_Dong,Ha_Long,Website,4,0,HCMC,Bamboo_Airways,Hotel_4_Star,1,1,1,1,1,0,0,0,1,0,0,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Dua_Don_San_Bay,DV_Tour_Va_Khu_Vui_Choi",HD_Tham_Quan_Di_Tich
2679,27.6,3,2,Nghi_Duong,45_54,Nu,Mua_Dong,Hoi_An,Mobile_App,5,0,HCMC,VietJet_Air,Hotel_4_Star,1,1,0,0,0,0,0,0,1,1,0,0,DV_Khach_San_Homestay,"HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
2680,11.0,2,2,Kham_Pha,35_44,Nu,Mua_Xuan,Da_Lat,Mobile_App,4,1,Hai_Phong,Vietnam_Airlines,Homestay,0,0,1,1,1,0,0,0,0,0,1,0,"DV_Ve_May_Bay,DV_Dua_Don_San_Bay,DV_Tour_Va_Khu_Vui_Choi",HD_Check_In
2681,5.8,1,2,Cong_Tac,18_24,Nu,Mua_Dong,Da_Lat,Website,5,1,Can_Tho,Bamboo_Airways,Hotel_3_Star,0,0,0,0,0,0,0,1,0,1,1,1,,"HD_Leo_Nui_Trekking,HD_Am_Thuc,HD_Check_In,HD_Nghi_Duong_Chua_Lanh"
2682,18.3,4,5,Nghi_Duong,Tren_55,Nu,Mua_Ha,Phu_Quoc,Mobile_App,5,0,HCMC,Vietravel_Airlines,Hotel_4_Star,1,1,1,1,0,0,1,0,0,0,1,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Dua_Don_San_Bay","HD_Tam_Bien,HD_Check_In"
2683,41.1,3,5,Nghi_Duong,45_54,Nam,Mua_Ha,Hoi_An,Truc_Tiep,4,1,Ha_Noi,Vietnam_Airlines,Hotel_3_Star,0,1,0,0,0,0,0,0,1,0,0,0,DV_Khach_San_Homestay,HD_Tham_Quan_Di_Tich
2684,40.6,3,2,Nghi_Duong,Tren_55,Nam,Mua_Ha,Da_Nang,Mobile_App,5,1,Da_Nang,None,Homestay,0,1,0,0,0,0,1,0,0,0,1,0,DV_Khach_San_Homestay,"HD_Tam_Bien,HD_Check_In"
2685,4.2,1,4,Trang_Mat,25_34,Nu,Mua_Dong,Da_Lat,Mobile_App,4,1,Hai_Phong,Vietravel_Airlines,Homestay,0,0,1,0,0,0,0,1,0,1,1,0,DV_Ve_May_Bay,"HD_Leo_Nui_Trekking,HD_Am_Thuc,HD_Check_In"
2686,5.2,2,2,Cong_Tac,Tren_55,Nam,Mua_Dong,Phu_Quoc,Mobile_App,4,1,Ha_Noi,Vietnam_Airlines,Hotel_3_Star,0,1,1,1,0,0,1,0,0,0,1,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Dua_Don_San_Bay","HD_Tam_Bien,HD_Check_In"
2687,14.4,2,2,Kham_Pha,18_24,Nam,Mua_Dong,Da_Nang,Website,3,1,Da_Nang,None,Hotel_3_Star,0,0,0,0,1,0,0,0,0,0,0,0,DV_Tour_Va_Khu_Vui_Choi,
2688,3.5,1,3,Kham_Pha,18_24,Nam,Mua_Thu,Da_Lat,Website,3,1,Hai_Phong,VietJet_Air,Homestay,0,0,1,0,1,0,0,1,0,1,1,1,"DV_Ve_May_Bay,DV_Tour_Va_Khu_Vui_Choi","HD_Leo_Nui_Trekking,HD_Am_Thuc,HD_Check_In,HD_Nghi_Duong_Chua_Lanh"
2689,8.6,2,2,Trang_Mat,35_44,Nam,Mua_Dong,Da_Lat,Website,5,0,HCMC,Bamboo_Airways,Hotel_3_Star,0,1,0,0,0,0,0,1,0,0,1,1,DV_Khach_San_Homestay,"HD_Leo_Nui_Trekking,HD_Check_In,HD_Nghi_Duong_Chua_Lanh"
2690,29.2,6,2,Kham_Pha,35_44,Nu,Mua_Ha,Phu_Quoc,Website,4,0,Hai_Phong,Vietravel_Airlines,Resort_5_Star,1,1,0,0,1,1,1,0,0,1,1,0,"DV_Khach_San_Homestay,DV_Tour_Va_Khu_Vui_Choi,DV_Thue_Xe_Tu_Lai","HD_Tam_Bien,HD_Am_Thuc,HD_Check_In"
2691,7.8,3,4,Cong_Tac,25_34,Nu,Mua_Thu,Hoi_An,Truc_Tiep,5,1,Da_Nang,Vietnam_Airlines,Homestay,0,1,0,0,0,0,0,0,0,1,0,0,DV_Khach_San_Homestay,HD_Am_Thuc
2692,7.7,3,2,Cong_Tac,35_44,Nu,Mua_Thu,Mui_Ne,Zalo_OA,4,0,Can_Tho,Bamboo_Airways,Hotel_4_Star,1,1,1,1,0,0,1,0,0,1,1,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Dua_Don_San_Bay","HD_Tam_Bien,HD_Am_Thuc,HD_Check_In"
2693,6.2,2,2,Trang_Mat,18_24,Nu,Mua_Ha,Nha_Trang,Website,5,1,HCMC,VietJet_Air,Homestay,0,0,0,0,1,0,1,0,0,0,1,0,DV_Tour_Va_Khu_Vui_Choi,"HD_Tam_Bien,HD_Check_In"
2694,12.8,4,2,Kham_Pha,35_44,Nam,Mua_Thu,Nha_Trang,Mobile_App,4,1,Hai_Phong,VietJet_Air,Homestay,0,0,0,0,0,0,1,0,0,1,0,0,,"HD_Tam_Bien,HD_Am_Thuc"
2695,12.1,2,3,Kham_Pha,18_24,Nu,Mua_Dong,Da_Lat,Zalo_OA,4,0,HCMC,Vietnam_Airlines,Homestay,0,0,0,0,0,0,0,1,0,0,0,1,,"HD_Leo_Nui_Trekking,HD_Nghi_Duong_Chua_Lanh"
2696,7.7,1,2,Cong_Tac,Tren_55,Nu,Mua_Ha,Hue,Zalo_OA,3,1,Ha_Noi,Bamboo_Airways,Homestay,0,0,0,0,0,0,0,0,1,1,0,0,,"HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
2697,12.7,1,2,Trang_Mat,45_54,Nam,Mua_Xuan,Hoi_An,Truc_Tiep,4,1,HCMC,Bamboo_Airways,Hotel_3_Star,0,1,0,0,0,0,0,0,1,0,0,0,DV_Khach_San_Homestay,HD_Tham_Quan_Di_Tich
2698,22.3,5,2,Cong_Tac,25_34,Nam,Mua_Dong,Ha_Noi,Website,4,1,Da_Nang,Bamboo_Airways,Resort_5_Star,1,1,1,0,0,0,0,0,1,1,0,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay","HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
2699,9.6,2,1,Kham_Pha,18_24,Nam,Mua_Xuan,HCMC,Website,5,0,Da_Nang,VietJet_Air,Homestay,0,0,1,0,1,0,0,0,1,1,0,0,"DV_Ve_May_Bay,DV_Tour_Va_Khu_Vui_Choi","HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
2700,9.6,4,4,Trang_Mat,Tren_55,Nu,Mua_Dong,Hue,Website,5,1,Hai_Phong,VietJet_Air,Hotel_3_Star,0,0,0,0,0,0,0,0,1,0,0,0,,HD_Tham_Quan_Di_Tich
2701,11.7,2,1,Cong_Tac,35_44,Nu,Mua_Ha,Hue,Mobile_App,4,0,Da_Nang,Bamboo_Airways,Homestay,0,1,0,0,0,0,0,0,0,1,0,0,DV_Khach_San_Homestay,HD_Am_Thuc
2702,42.5,5,2,Trang_Mat,45_54,Nam,Mua_Thu,Da_Lat,Truc_Tiep,3,1,Ha_Noi,Vietravel_Airlines,Resort_5_Star,1,1,0,0,0,0,0,1,0,1,1,1,DV_Khach_San_Homestay,"HD_Leo_Nui_Trekking,HD_Am_Thuc,HD_Check_In,HD_Nghi_Duong_Chua_Lanh"
2703,26.9,7,5,Nghi_Duong,35_44,Nu,Mua_Ha,Hue,Zalo_OA,4,1,HCMC,VietJet_Air,Homestay,0,1,0,0,0,1,0,0,1,1,0,0,"DV_Khach_San_Homestay,DV_Thue_Xe_Tu_Lai","HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
2704,9.9,2,5,Kham_Pha,45_54,Nam,Mua_Thu,Ha_Long,Truc_Tiep,5,0,HCMC,VietJet_Air,Hotel_4_Star,1,1,1,1,1,0,0,0,1,0,0,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Dua_Don_San_Bay,DV_Tour_Va_Khu_Vui_Choi",HD_Tham_Quan_Di_Tich
2705,6.7,2,4,Kham_Pha,Tren_55,Nu,Mua_Thu,Da_Lat,Zalo_OA,5,1,Da_Nang,VietJet_Air,Homestay,0,0,0,0,1,0,0,1,0,1,0,1,DV_Tour_Va_Khu_Vui_Choi,"HD_Leo_Nui_Trekking,HD_Am_Thuc,HD_Nghi_Duong_Chua_Lanh"
2706,10.7,3,5,Kham_Pha,45_54,Nu,Mua_Dong,Ha_Long,Mobile_App,3,0,Ha_Noi,Vietnam_Airlines,Hotel_4_Star,1,1,0,0,1,0,0,0,1,1,0,0,"DV_Khach_San_Homestay,DV_Tour_Va_Khu_Vui_Choi","HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
2707,5.0,3,3,Cong_Tac,Tren_55,Nam,Mua_Thu,Ha_Long,Zalo_OA,5,0,Can_Tho,Vietnam_Airlines,Hotel_4_Star,0,1,0,0,1,0,0,0,1,1,0,0,"DV_Khach_San_Homestay,DV_Tour_Va_Khu_Vui_Choi","HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
2708,4.6,1,4,Trang_Mat,Tren_55,Nu,Mua_Dong,Mui_Ne,Website,4,1,Da_Nang,Vietravel_Airlines,Hotel_3_Star,0,1,0,0,0,0,1,0,0,0,1,0,DV_Khach_San_Homestay,"HD_Tam_Bien,HD_Check_In"
2709,10.6,1,2,Cong_Tac,45_54,Nu,Mua_Xuan,Mui_Ne,Mobile_App,3,1,HCMC,Vietnam_Airlines,Hotel_4_Star,1,1,0,0,0,0,1,0,0,0,0,0,DV_Khach_San_Homestay,HD_Tam_Bien
2710,8.3,4,4,Trang_Mat,45_54,Nu,Mua_Dong,Hoi_An,Zalo_OA,5,0,Ha_Noi,Vietravel_Airlines,Hotel_4_Star,1,1,0,0,0,0,0,0,1,1,0,0,DV_Khach_San_Homestay,"HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
2711,7.4,2,2,Kham_Pha,45_54,Nam,Mua_Thu,Da_Lat,Website,3,1,Ha_Noi,Vietravel_Airlines,Hotel_4_Star,1,1,0,0,1,0,0,1,0,0,1,1,"DV_Khach_San_Homestay,DV_Tour_Va_Khu_Vui_Choi","HD_Leo_Nui_Trekking,HD_Check_In,HD_Nghi_Duong_Chua_Lanh"
2712,10.8,2,4,Cong_Tac,18_24,Nam,Mua_Ha,Sapa,Website,3,0,Ha_Noi,Vietnam_Airlines,Hotel_3_Star,0,1,1,1,0,0,0,1,0,0,0,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Dua_Don_San_Bay",HD_Leo_Nui_Trekking
2713,9.8,1,3,Trang_Mat,35_44,Nu,Mua_Xuan,Ha_Long,Zalo_OA,4,0,Can_Tho,Vietnam_Airlines,Hotel_4_Star,1,1,1,1,0,0,0,0,1,1,0,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Dua_Don_San_Bay","HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
2714,38.6,6,2,Nghi_Duong,Tren_55,Nam,Mua_Dong,Nha_Trang,Truc_Tiep,4,0,Ha_Noi,VietJet_Air,Resort_5_Star,1,1,1,0,1,0,1,0,0,0,1,1,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Tour_Va_Khu_Vui_Choi","HD_Tam_Bien,HD_Check_In,HD_Nghi_Duong_Chua_Lanh"
2715,8.8,2,3,Cong_Tac,45_54,Nu,Mua_Thu,Mui_Ne,Truc_Tiep,5,1,Can_Tho,VietJet_Air,Homestay,0,0,0,0,0,0,1,0,0,1,0,0,,"HD_Tam_Bien,HD_Am_Thuc"
2716,41.2,3,3,Kham_Pha,25_34,Nu,Mua_Dong,Ha_Long,Zalo_OA,4,0,Da_Nang,VietJet_Air,Resort_5_Star,0,0,0,0,0,1,0,0,1,0,0,0,DV_Thue_Xe_Tu_Lai,HD_Tham_Quan_Di_Tich
2717,34.8,7,4,Cong_Tac,18_24,Nam,Mua_Thu,Hoi_An,Truc_Tiep,4,1,Can_Tho,VietJet_Air,Resort_5_Star,1,1,0,0,0,0,0,0,1,0,0,0,DV_Khach_San_Homestay,HD_Tham_Quan_Di_Tich
2718,8.8,2,2,Cong_Tac,35_44,Nu,Mua_Xuan,Ha_Noi,Zalo_OA,3,0,Ha_Noi,None,Hotel_4_Star,1,1,0,0,0,0,0,0,1,0,0,0,DV_Khach_San_Homestay,HD_Tham_Quan_Di_Tich
2719,27.6,6,4,Nghi_Duong,18_24,Nam,Mua_Ha,Mui_Ne,Mobile_App,5,0,Can_Tho,Vietravel_Airlines,Homestay,0,1,1,1,0,0,1,0,0,1,1,1,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Dua_Don_San_Bay","HD_Tam_Bien,HD_Am_Thuc,HD_Check_In,HD_Nghi_Duong_Chua_Lanh"
2720,38.2,4,4,Nghi_Duong,45_54,Nam,Mua_Ha,Da_Nang,Mobile_App,4,1,Da_Nang,None,Hotel_3_Star,0,1,0,0,0,0,1,0,0,1,1,1,DV_Khach_San_Homestay,"HD_Tam_Bien,HD_Am_Thuc,HD_Check_In,HD_Nghi_Duong_Chua_Lanh"
2721,18.8,7,4,Nghi_Duong,35_44,Nu,Mua_Ha,Ha_Long,Mobile_App,4,1,HCMC,VietJet_Air,Hotel_3_Star,0,1,1,1,1,1,0,0,0,1,0,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Dua_Don_San_Bay,DV_Tour_Va_Khu_Vui_Choi,DV_Thue_Xe_Tu_Lai",HD_Am_Thuc
2722,38.4,5,4,Nghi_Duong,25_34,Nam,Mua_Ha,Sapa,Truc_Tiep,4,1,Da_Nang,VietJet_Air,Homestay,0,1,0,0,0,0,0,1,0,0,1,0,DV_Khach_San_Homestay,"HD_Leo_Nui_Trekking,HD_Check_In"
2723,8.9,3,4,Kham_Pha,25_34,Nu,Mua_Thu,Nha_Trang,Truc_Tiep,3,0,HCMC,Vietnam_Airlines,Hotel_3_Star,0,1,0,0,0,0,1,0,0,0,1,0,DV_Khach_San_Homestay,"HD_Tam_Bien,HD_Check_In"
2724,25.9,7,2,Kham_Pha,18_24,Nu,Mua_Xuan,Da_Lat,Truc_Tiep,5,0,HCMC,Vietravel_Airlines,Resort_5_Star,1,1,0,0,1,0,0,0,0,0,0,0,"DV_Khach_San_Homestay,DV_Tour_Va_Khu_Vui_Choi",
2725,5.9,3,5,Cong_Tac,25_34,Nam,Mua_Ha,Sapa,Truc_Tiep,3,0,Can_Tho,Vietnam_Airlines,Hotel_3_Star,0,0,0,0,0,0,0,1,0,1,1,0,,"HD_Leo_Nui_Trekking,HD_Am_Thuc,HD_Check_In"
2726,27.0,5,3,Trang_Mat,Tren_55,Nam,Mua_Ha,Ha_Noi,Mobile_App,3,1,Ha_Noi,None,Resort_5_Star,1,1,0,0,0,0,0,0,1,1,0,0,DV_Khach_San_Homestay,"HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
2727,29.3,3,1,Nghi_Duong,45_54,Nam,Mua_Dong,Phu_Quoc,Truc_Tiep,3,0,HCMC,Vietnam_Airlines,Homestay,0,1,0,0,1,0,1,0,0,0,1,1,"DV_Khach_San_Homestay,DV_Tour_Va_Khu_Vui_Choi","HD_Tam_Bien,HD_Check_In,HD_Nghi_Duong_Chua_Lanh"
2728,36.0,6,4,Trang_Mat,35_44,Nu,Mua_Dong,Ha_Long,Zalo_OA,5,0,Can_Tho,Vietnam_Airlines,Resort_5_Star,0,1,1,1,0,1,0,0,1,0,0,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Dua_Don_San_Bay,DV_Thue_Xe_Tu_Lai",HD_Tham_Quan_Di_Tich
2729,18.6,5,4,Nghi_Duong,Tren_55,Nam,Mua_Xuan,Sapa,Mobile_App,4,0,Da_Nang,Vietnam_Airlines,Resort_5_Star,1,1,1,0,0,0,0,1,0,0,0,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay",HD_Leo_Nui_Trekking
2730,18.3,7,2,Kham_Pha,35_44,Nu,Mua_Xuan,HCMC,Mobile_App,3,1,Ha_Noi,VietJet_Air,Resort_5_Star,1,1,0,0,1,0,0,0,1,0,0,0,"DV_Khach_San_Homestay,DV_Tour_Va_Khu_Vui_Choi",HD_Tham_Quan_Di_Tich
2731,13.8,2,5,Kham_Pha,25_34,Nam,Mua_Dong,Phu_Quoc,Mobile_App,5,1,Hai_Phong,Vietnam_Airlines,Hotel_3_Star,0,1,1,1,1,1,1,0,0,0,0,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Dua_Don_San_Bay,DV_Tour_Va_Khu_Vui_Choi,DV_Thue_Xe_Tu_Lai",HD_Tam_Bien
2732,8.7,4,4,Kham_Pha,18_24,Nam,Mua_Dong,HCMC,Website,5,1,Hai_Phong,Vietnam_Airlines,Hotel_4_Star,1,1,0,0,1,0,0,0,0,0,0,0,"DV_Khach_San_Homestay,DV_Tour_Va_Khu_Vui_Choi",
2733,25.3,4,2,Nghi_Duong,Tren_55,Nu,Mua_Xuan,Ha_Noi,Website,4,0,Ha_Noi,None,Homestay,0,1,0,0,0,0,0,0,0,1,0,0,DV_Khach_San_Homestay,HD_Am_Thuc
2734,4.6,4,5,Kham_Pha,35_44,Nu,Mua_Dong,HCMC,Mobile_App,4,1,HCMC,None,Homestay,0,1,0,0,0,0,0,0,0,1,0,0,DV_Khach_San_Homestay,HD_Am_Thuc
2735,11.7,4,5,Kham_Pha,18_24,Nam,Mua_Ha,Mui_Ne,Zalo_OA,4,1,HCMC,Bamboo_Airways,Homestay,0,1,0,0,1,0,1,0,0,0,1,0,"DV_Khach_San_Homestay,DV_Tour_Va_Khu_Vui_Choi","HD_Tam_Bien,HD_Check_In"
