tourist_id,gioi_tinh,nhom_tuoi,muc_dich,so_nguoi,ngan_sach_trieu,so_ngay,mua,dia_diem,kenh_dat,danh_gia,khach_quay_lai,DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Dua_Don_San_Bay,DV_Tour_Va_Khu_Vui_Choi,DV_Thue_Xe_Tu_Lai,HD_Tam_Bien,HD_Leo_Nui_Trekking,HD_Tham_Quan_Di_Tich,HD_Am_Thuc,HD_Check_In,HD_Nghi_Duong_Chua_Lanh,services_list,activities_list
KH3051,Nu,18-25,Di_Mot_Minh,5,37.3,7,Dong,Da_Nang,Website_OTA,4.0,1,1,1,1,1,0,1,0,0,0,1,1,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Dua_Don_San_Bay,DV_Tour_Va_Khu_Vui_Choi","HD_Tam_Bien,HD_Check_In,HD_Nghi_Duong_Chua_Lanh"
KH3052,Nu,18-25,Gia_Dinh,4,47.7,6,Ha,Sapa,Truc_Tiep,4.0,0,1,0,0,0,1,0,0,0,1,1,1,"DV_Khach_San_Homestay,DV_Thue_Xe_Tu_Lai","HD_Am_Thuc,HD_Check_In,HD_Nghi_Duong_Chua_Lanh"
KH3053,Nu,36-45,Cong_Tac,1,2.4,3,Ha,Hue,App_Di_Dong,4.0,0,1,0,0,0,1,0,0,1,1,0,0,"DV_Khach_San_Homestay,DV_Thue_Xe_Tu_Lai","HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
KH3054,Nam,36-45,Tuan_Trang_Mat,5,29.7,4,Ha,Da_Lat,App_Di_Dong,4.5,0,1,0,0,0,0,0,0,0,1,0,0,DV_Khach_San_Homestay,HD_Am_Thuc
KH3055,Nu,36-45,Kham_Pha,6,32.4,6,Xuan,HCMC,Website_OTA,3.0,0,1,1,1,1,1,0,0,1,1,0,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Dua_Don_San_Bay,DV_Tour_Va_Khu_Vui_Choi,DV_Thue_Xe_Tu_Lai","HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
KH3056,Nam,55+,Kham_Pha,3,3.2,2,Dong,HCMC,App_Di_Dong,2.5,0,1,1,0,1,0,1,1,1,1,1,1,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Tour_Va_Khu_Vui_Choi","HD_Tam_Bien,HD_Leo_Nui_Trekking,HD_Tham_Quan_Di_Tich,HD_Am_Thuc,HD_Check_In,HD_Nghi_Duong_Chua_Lanh"
KH3057,Nu,36-45,Kham_Pha,2,7.9,5,Xuan,Da_Lat,Truc_Tiep,2.5,0,1,1,0,0,1,0,0,0,1,0,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Thue_Xe_Tu_Lai",HD_Am_Thuc
KH3058,Nam,36-45,Gia_Dinh,5,37.2,3,Dong,Da_Nang,Website_OTA,4.0,1,1,1,1,1,0,1,0,0,1,0,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Dua_Don_San_Bay,DV_Tour_Va_Khu_Vui_Choi","HD_Tam_Bien,HD_Am_Thuc"
KH3059,Nu,36-45,Gia_Dinh,5,43.3,3,Thu,Phu_Quoc,App_Di_Dong,4.0,0,1,0,0,0,0,1,0,0,1,0,0,DV_Khach_San_Homestay,"HD_Tam_Bien,HD_Am_Thuc"
KH3060,Nam,55+,Kham_Pha,4,29.7,8,Thu,HCMC,Super_App_Vi_Dien_Tu,4.0,1,1,1,1,1,1,0,0,1,1,0,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Dua_Don_San_Bay,DV_Tour_Va_Khu_Vui_Choi,DV_Thue_Xe_Tu_Lai","HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
KH3061,Nu,55+,Gia_Dinh,5,25.6,7,Thu,Hue,App_Di_Dong,4.5,1,1,1,1,1,1,0,0,1,0,0,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Dua_Don_San_Bay,DV_Tour_Va_Khu_Vui_Choi,DV_Thue_Xe_Tu_Lai",HD_Tham_Quan_Di_Tich
KH3062,Nam,36-45,Ban_Be,3,30.8,6,Thu,Hue,Super_App_Vi_Dien_Tu,3.5,1,1,1,1,0,0,0,0,1,1,0,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Dua_Don_San_Bay","HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
KH3063,Nu,55+,Kham_Pha,3,12.0,4,Ha,Hoi_An,App_Di_Dong,2.5,1,1,0,0,1,1,0,0,0,1,0,0,"DV_Khach_San_Homestay,DV_Tour_Va_Khu_Vui_Choi,DV_Thue_Xe_Tu_Lai",HD_Am_Thuc
KH3064,Nu,18-25,Tuan_Trang_Mat,6,117.6,8,Xuan,Ha_Long,Website_OTA,4.0,0,1,1,1,0,0,1,0,0,1,1,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Dua_Don_San_Bay","HD_Tam_Bien,HD_Am_Thuc,HD_Check_In"
KH3065,Nam,46-55,Gia_Dinh,6,166.7,7,Ha,Mui_Ne,Website_OTA,4.5,1,1,0,0,0,0,1,0,0,1,0,0,DV_Khach_San_Homestay,"HD_Tam_Bien,HD_Am_Thuc"
KH3066,Nam,26-35,Ban_Be,1,2.9,2,Ha,Da_Lat,Website_OTA,3.0,1,1,1,1,0,0,0,0,1,1,1,1,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Dua_Don_San_Bay","HD_Tham_Quan_Di_Tich,HD_Am_Thuc,HD_Check_In,HD_Nghi_Duong_Chua_Lanh"
KH3067,Nu,26-35,Di_Mot_Minh,4,15.9,3,Ha,Mui_Ne,App_Di_Dong,3.5,1,1,1,0,0,0,1,0,0,1,1,1,"DV_Khach_San_Homestay,DV_Ve_May_Bay","HD_Tam_Bien,HD_Am_Thuc,HD_Check_In,HD_Nghi_Duong_Chua_Lanh"
KH3068,Nu,46-55,Gia_Dinh,4,21.4,7,Ha,Ha_Noi,Website_OTA,4.0,0,1,0,0,0,0,0,0,1,0,0,0,DV_Khach_San_Homestay,HD_Tham_Quan_Di_Tich
KH3069,Nam,55+,Gia_Dinh,6,58.5,3,Thu,Da_Nang,Truc_Tiep,4.5,1,1,1,1,0,0,1,0,0,0,0,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Dua_Don_San_Bay",HD_Tam_Bien
KH3070,Nam,36-45,Di_Mot_Minh,1,12.2,8,Ha,Sapa,Super_App_Vi_Dien_Tu,2.5,0,1,0,0,0,1,0,1,0,1,0,0,"DV_Khach_San_Homestay,DV_Thue_Xe_Tu_Lai","HD_Leo_Nui_Trekking,HD_Am_Thuc"
KH3071,Nu,18-25,Tuan_Trang_Mat,6,38.1,2,Thu,Ha_Noi,App_Di_Dong,4.0,0,1,0,0,0,0,0,0,1,1,1,1,DV_Khach_San_Homestay,"HD_Tham_Quan_Di_Tich,HD_Am_Thuc,HD_Check_In,HD_Nghi_Duong_Chua_Lanh"
KH3072,Nu,26-35,Gia_Dinh,4,107.8,6,Xuan,Nha_Trang,Website_OTA,4.5,0,1,1,0,0,0,1,0,0,0,1,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay","HD_Tam_Bien,HD_Check_In"
KH3073,Nam,55+,Kham_Pha,2,8.5,5,Ha,Sapa,Website_OTA,3.5,1,1,0,0,0,0,0,1,1,1,0,0,DV_Khach_San_Homestay,"HD_Leo_Nui_Trekking,HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
KH3074,Nu,55+,Di_Mot_Minh,4,20.3,3,Thu,Sapa,Super_App_Vi_Dien_Tu,3.5,0,1,0,0,0,1,0,0,1,1,0,0,"DV_Khach_San_Homestay,DV_Thue_Xe_Tu_Lai","HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
KH3075,Nu,18-25,Di_Mot_Minh,2,16.9,7,Dong,Ha_Noi,Super_App_Vi_Dien_Tu,4.5,0,1,0,1,0,1,0,0,1,1,1,1,"DV_Khach_San_Homestay,DV_Dua_Don_San_Bay,DV_Thue_Xe_Tu_Lai","HD_Tham_Quan_Di_Tich,HD_Am_Thuc,HD_Check_In,HD_Nghi_Duong_Chua_Lanh"
KH3076,Nam,18-25,Gia_Dinh,1,7.3,5,Ha,Hue,Truc_Tiep,2.5,1,1,1,0,1,0,0,0,0,1,1,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Tour_Va_Khu_Vui_Choi","HD_Am_Thuc,HD_Check_In"
KH3077,Nu,18-25,Ban_Be,3,10.1,2,Dong,Mui_Ne,Website_OTA,4.0,1,1,0,0,1,0,0,0,0,1,1,0,"DV_Khach_San_Homestay,DV_Tour_Va_Khu_Vui_Choi","HD_Am_Thuc,HD_Check_In"
KH3078,Nu,55+,Cong_Tac,1,20.0,7,Xuan,Da_Nang,Truc_Tiep,4.5,0,1,1,0,1,0,1,0,1,1,0,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Tour_Va_Khu_Vui_Choi","HD_Tam_Bien,HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
KH3079,Nu,18-25,Tuan_Trang_Mat,1,3.7,4,Xuan,Da_Lat,App_Di_Dong,3.5,0,1,1,1,0,0,0,1,0,1,1,1,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Dua_Don_San_Bay","HD_Leo_Nui_Trekking,HD_Am_Thuc,HD_Check_In,HD_Nghi_Duong_Chua_Lanh"
KH3080,Nu,55+,Gia_Dinh,5,6.0,3,Xuan,Hue,Website_OTA,3.0,0,1,0,1,0,1,1,0,0,1,0,0,"DV_Khach_San_Homestay,DV_Dua_Don_San_Bay,DV_Thue_Xe_Tu_Lai","HD_Tam_Bien,HD_Am_Thuc"
KH3081,Nu,26-35,Gia_Dinh,2,15.9,4,Dong,Hoi_An,App_Di_Dong,3.5,1,1,1,0,1,1,1,0,1,1,1,1,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Tour_Va_Khu_Vui_Choi,DV_Thue_Xe_Tu_Lai","HD_Tam_Bien,HD_Tham_Quan_Di_Tich,HD_Am_Thuc,HD_Check_In,HD_Nghi_Duong_Chua_Lanh"
KH3082,Nu,36-45,Kham_Pha,2,13.9,5,Dong,HCMC,Website_OTA,4.5,0,1,1,1,0,0,0,0,0,1,0,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Dua_Don_San_Bay",HD_Am_Thuc
KH3083,Nu,18-25,Ban_Be,6,57.7,5,Xuan,Nha_Trang,Website_OTA,3.5,1,1,1,0,0,0,1,0,0,1,1,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay","HD_Tam_Bien,HD_Am_Thuc,HD_Check_In"
KH3084,Nam,36-45,Cong_Tac,4,53.3,6,Dong,Sapa,Super_App_Vi_Dien_Tu,2.5,1,1,0,0,0,1,0,1,0,1,0,0,"DV_Khach_San_Homestay,DV_Thue_Xe_Tu_Lai","HD_Leo_Nui_Trekking,HD_Am_Thuc"
KH3085,Nu,26-35,Tuan_Trang_Mat,3,80.3,8,Xuan,Phu_Quoc,Truc_Tiep,3.0,0,1,1,0,1,1,1,1,0,1,1,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Tour_Va_Khu_Vui_Choi,DV_Thue_Xe_Tu_Lai","HD_Tam_Bien,HD_Leo_Nui_Trekking,HD_Am_Thuc,HD_Check_In"
KH3086,Nu,46-55,Ban_Be,2,31.7,6,Ha,Phu_Quoc,Truc_Tiep,4.5,1,1,1,1,1,0,1,0,1,1,0,1,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Dua_Don_San_Bay,DV_Tour_Va_Khu_Vui_Choi","HD_Tam_Bien,HD_Tham_Quan_Di_Tich,HD_Am_Thuc,HD_Nghi_Duong_Chua_Lanh"
KH3087,Nu,36-45,Gia_Dinh,4,21.7,4,Ha,Hoi_An,Super_App_Vi_Dien_Tu,3.0,1,1,0,0,1,1,0,0,0,1,0,1,"DV_Khach_San_Homestay,DV_Tour_Va_Khu_Vui_Choi,DV_Thue_Xe_Tu_Lai","HD_Am_Thuc,HD_Nghi_Duong_Chua_Lanh"
KH3088,Nu,46-55,Kham_Pha,2,22.9,3,Xuan,Phu_Quoc,Truc_Tiep,3.5,1,1,0,0,1,0,1,0,1,1,0,0,"DV_Khach_San_Homestay,DV_Tour_Va_Khu_Vui_Choi","HD_Tam_Bien,HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
KH3089,Nu,26-35,Gia_Dinh,5,50.1,7,Ha,HCMC,Website_OTA,3.0,1,1,0,0,0,1,0,0,1,1,0,1,"DV_Khach_San_Homestay,DV_Thue_Xe_Tu_Lai","HD_Tham_Quan_Di_Tich,HD_Am_Thuc,HD_Nghi_Duong_Chua_Lanh"
KH3090,Nu,55+,Tuan_Trang_Mat,2,8.3,7,Dong,HCMC,Super_App_Vi_Dien_Tu,4.5,0,1,1,0,1,0,0,0,0,1,0,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Tour_Va_Khu_Vui_Choi",HD_Am_Thuc
KH3091,Nam,46-55,Cong_Tac,6,26.5,2,Thu,Ha_Noi,Website_OTA,5.0,1,1,0,0,0,1,1,0,0,0,0,0,"DV_Khach_San_Homestay,DV_Thue_Xe_Tu_Lai",HD_Tam_Bien
KH3092,Nu,26-35,Tuan_Trang_Mat,3,24.6,6,Thu,Ha_Noi,Truc_Tiep,5.0,0,1,0,0,0,1,0,1,1,0,0,1,"DV_Khach_San_Homestay,DV_Thue_Xe_Tu_Lai","HD_Leo_Nui_Trekking,HD_Tham_Quan_Di_Tich,HD_Nghi_Duong_Chua_Lanh"
KH3093,Nu,46-55,Kham_Pha,4,27.7,2,Xuan,Phu_Quoc,Super_App_Vi_Dien_Tu,5.0,0,1,1,1,1,0,0,0,1,1,0,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Dua_Don_San_Bay,DV_Tour_Va_Khu_Vui_Choi","HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
KH3094,Nu,55+,Tuan_Trang_Mat,3,21.3,3,Ha,Phu_Quoc,Truc_Tiep,3.0,0,1,1,0,0,0,1,0,0,1,0,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay","HD_Tam_Bien,HD_Am_Thuc"
KH3095,Nu,46-55,Tuan_Trang_Mat,2,18.2,8,Ha,Da_Lat,Super_App_Vi_Dien_Tu,3.0,0,1,0,1,0,1,0,1,1,1,0,0,"DV_Khach_San_Homestay,DV_Dua_Don_San_Bay,DV_Thue_Xe_Tu_Lai","HD_Leo_Nui_Trekking,HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
KH3096,Nu,36-45,Gia_Dinh,1,6.5,3,Ha,Phu_Quoc,Truc_Tiep,4.5,1,1,1,0,0,1,0,0,1,1,0,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Thue_Xe_Tu_Lai","HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
KH3097,Nam,18-25,Tuan_Trang_Mat,2,27.7,5,Ha,Ha_Long,Truc_Tiep,4.5,1,1,1,0,0,0,1,0,0,1,1,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay","HD_Tam_Bien,HD_Am_Thuc,HD_Check_In"
KH3098,Nu,18-25,Tuan_Trang_Mat,2,6.5,3,Xuan,Hue,Super_App_Vi_Dien_Tu,4.5,1,0,1,1,1,0,0,0,0,1,0,1,"DV_Ve_May_Bay,DV_Dua_Don_San_Bay,DV_Tour_Va_Khu_Vui_Choi","HD_Am_Thuc,HD_Nghi_Duong_Chua_Lanh"
KH3099,Nam,46-55,Ban_Be,6,34.8,6,Thu,Phu_Quoc,Website_OTA,3.5,0,1,0,0,0,1,1,0,0,1,0,0,"DV_Khach_San_Homestay,DV_Thue_Xe_Tu_Lai","HD_Tam_Bien,HD_Am_Thuc"
KH3100,Nu,55+,Tuan_Trang_Mat,4,14.7,3,Thu,Hoi_An,App_Di_Dong,2.5,1,1,0,0,1,0,0,0,1,1,0,0,"DV_Khach_San_Homestay,DV_Tour_Va_Khu_Vui_Choi","HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
KH3101,Nam,55+,Tuan_Trang_Mat,3,8.4,3,Dong,Sapa,App_Di_Dong,4.0,0,1,0,0,0,0,0,1,1,1,0,0,DV_Khach_San_Homestay,"HD_Leo_Nui_Trekking,HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
KH3102,Nam,36-45,Ban_Be,6,12.7,3,Dong,Da_Lat,Website_OTA,3.0,0,1,1,1,0,0,0,1,0,1,0,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Dua_Don_San_Bay","HD_Leo_Nui_Trekking,HD_Am_Thuc"
KH3103,Nam,55+,Cong_Tac,4,16.9,5,Xuan,Ha_Noi,Super_App_Vi_Dien_Tu,4.0,1,1,1,0,1,0,0,0,1,1,0,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Tour_Va_Khu_Vui_Choi","HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
KH3104,Nam,18-25,Ban_Be,6,34.6,3,Ha,Ha_Long,Super_App_Vi_Dien_Tu,4.5,0,1,1,1,1,0,1,0,0,1,1,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Dua_Don_San_Bay,DV_Tour_Va_Khu_Vui_Choi","HD_Tam_Bien,HD_Am_Thuc,HD_Check_In"
KH3105,Nam,36-45,Tuan_Trang_Mat,1,11.0,6,Ha,HCMC,Truc_Tiep,3.5,0,1,1,1,1,0,0,0,0,1,0,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Dua_Don_San_Bay,DV_Tour_Va_Khu_Vui_Choi",HD_Am_Thuc
KH3106,Nam,36-45,Cong_Tac,4,20.7,2,Thu,Ha_Noi,App_Di_Dong,5.0,1,1,1,1,1,0,0,0,0,1,0,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Dua_Don_San_Bay,DV_Tour_Va_Khu_Vui_Choi",HD_Am_Thuc
KH3107,Nu,46-55,Kham_Pha,1,8.6,6,Xuan,Mui_Ne,Website_OTA,3.0,0,1,0,0,1,0,1,0,1,1,0,0,"DV_Khach_San_Homestay,DV_Tour_Va_Khu_Vui_Choi","HD_Tam_Bien,HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
KH3108,Nu,46-55,Kham_Pha,3,37.1,6,Thu,Ha_Noi,App_Di_Dong,3.5,0,1,1,1,1,0,0,0,0,1,0,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Dua_Don_San_Bay,DV_Tour_Va_Khu_Vui_Choi",HD_Am_Thuc
KH3109,Nam,36-45,Tuan_Trang_Mat,2,21.6,5,Dong,Phu_Quoc,Super_App_Vi_Dien_Tu,4.0,1,1,0,0,1,1,1,0,0,1,0,0,"DV_Khach_San_Homestay,DV_Tour_Va_Khu_Vui_Choi,DV_Thue_Xe_Tu_Lai","HD_Tam_Bien,HD_Am_Thuc"
KH3110,Nu,46-55,Tuan_Trang_Mat,5,27.6,4,Ha,Da_Lat,Truc_Tiep,3.5,1,1,1,0,0,1,1,0,1,1,0,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Thue_Xe_Tu_Lai","HD_Tam_Bien,HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
KH3111,Nam,26-35,Tuan_Trang_Mat,5,82.2,8,Thu,Nha_Trang,Super_App_Vi_Dien_Tu,3.5,0,1,1,1,1,0,1,0,1,1,0,1,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Dua_Don_San_Bay,DV_Tour_Va_Khu_Vui_Choi","HD_Tam_Bien,HD_Tham_Quan_Di_Tich,HD_Am_Thuc,HD_Nghi_Duong_Chua_Lanh"
KH3112,Nam,26-35,Ban_Be,3,9.8,2,Dong,Da_Lat,Truc_Tiep,4.0,0,1,1,1,0,0,0,1,0,1,1,1,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Dua_Don_San_Bay","HD_Leo_Nui_Trekking,HD_Am_Thuc,HD_Check_In,HD_Nghi_Duong_Chua_Lanh"
KH3113,Nu,36-45,Di_Mot_Minh,5,102.4,7,Xuan,Da_Lat,Truc_Tiep,3.5,1,1,1,0,1,0,0,0,0,1,0,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Tour_Va_Khu_Vui_Choi",HD_Am_Thuc
KH3114,Nu,18-25,Tuan_Trang_Mat,5,18.3,3,Dong,Hoi_An,Truc_Tiep,2.5,1,1,0,0,1,0,0,0,1,1,1,0,"DV_Khach_San_Homestay,DV_Tour_Va_Khu_Vui_Choi","HD_Tham_Quan_Di_Tich,HD_Am_Thuc,HD_Check_In"
KH3115,Nu,55+,Kham_Pha,3,11.5,2,Xuan,Ha_Long,App_Di_Dong,4.5,1,1,1,0,1,0,1,0,0,1,0,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Tour_Va_Khu_Vui_Choi","HD_Tam_Bien,HD_Am_Thuc"
KH3116,Nam,26-35,Cong_Tac,1,17.7,7,Xuan,Ha_Long,App_Di_Dong,4.5,0,1,1,0,1,0,0,0,0,0,1,1,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Tour_Va_Khu_Vui_Choi","HD_Check_In,HD_Nghi_Duong_Chua_Lanh"
KH3117,Nu,18-25,Ban_Be,3,6.3,2,Ha,Da_Nang,App_Di_Dong,2.5,0,1,1,0,1,0,1,0,0,1,0,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Tour_Va_Khu_Vui_Choi","HD_Tam_Bien,HD_Am_Thuc"
KH3118,Nu,26-35,Ban_Be,1,7.2,6,Dong,Mui_Ne,Website_OTA,4.0,0,1,0,0,1,0,1,0,0,1,1,0,"DV_Khach_San_Homestay,DV_Tour_Va_Khu_Vui_Choi","HD_Tam_Bien,HD_Am_Thuc,HD_Check_In"
KH3119,Nu,18-25,Gia_Dinh,5,15.7,2,Ha,Ha_Long,Super_App_Vi_Dien_Tu,3.0,1,0,1,1,1,0,0,0,0,1,1,0,"DV_Ve_May_Bay,DV_Dua_Don_San_Bay,DV_Tour_Va_Khu_Vui_Choi","HD_Am_Thuc,HD_Check_In"
KH3120,Nu,26-35,Tuan_Trang_Mat,1,3.8,2,Ha,Ha_Long,Super_App_Vi_Dien_Tu,3.5,0,0,0,1,1,0,1,0,0,1,1,0,"DV_Dua_Don_San_Bay,DV_Tour_Va_Khu_Vui_Choi","HD_Tam_Bien,HD_Am_Thuc,HD_Check_In"
KH3121,Nu,55+,Cong_Tac,3,23.2,6,Dong,Hoi_An,Website_OTA,2.5,1,1,0,0,1,0,0,0,0,1,0,0,"DV_Khach_San_Homestay,DV_Tour_Va_Khu_Vui_Choi",HD_Am_Thuc
KH3122,Nam,26-35,Cong_Tac,4,26.0,7,Xuan,Sapa,App_Di_Dong,4.0,0,1,0,0,0,1,0,1,0,0,1,0,"DV_Khach_San_Homestay,DV_Thue_Xe_Tu_Lai","HD_Leo_Nui_Trekking,HD_Check_In"
KH3123,Nam,18-25,Ban_Be,4,33.6,7,Xuan,Ha_Noi,Truc_Tiep,3.0,0,1,1,1,0,0,0,0,1,0,0,1,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Dua_Don_San_Bay","HD_Tham_Quan_Di_Tich,HD_Nghi_Duong_Chua_Lanh"
KH3124,Nu,18-25,Tuan_Trang_Mat,1,6.5,7,Xuan,HCMC,Super_App_Vi_Dien_Tu,4.0,1,1,0,0,0,1,0,0,0,1,1,0,"DV_Khach_San_Homestay,DV_Thue_Xe_Tu_Lai","HD_Am_Thuc,HD_Check_In"
KH3125,Nu,46-55,Cong_Tac,3,12.2,5,Dong,Sapa,Truc_Tiep,3.5,1,1,0,0,0,0,0,0,1,1,0,0,DV_Khach_San_Homestay,"HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
KH3126,Nam,36-45,Kham_Pha,3,8.8,4,Ha,Da_Lat,App_Di_Dong,3.5,0,1,0,0,0,0,1,1,0,0,0,0,DV_Khach_San_Homestay,"HD_Tam_Bien,HD_Leo_Nui_Trekking"
KH3127,Nam,46-55,Cong_Tac,2,13.9,5,Ha,Da_Lat,Super_App_Vi_Dien_Tu,3.0,1,1,1,1,0,1,0,1,1,1,0,1,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Dua_Don_San_Bay,DV_Thue_Xe_Tu_Lai","HD_Leo_Nui_Trekking,HD_Tham_Quan_Di_Tich,HD_Am_Thuc,HD_Nghi_Duong_Chua_Lanh"
KH3128,Nam,46-55,Tuan_Trang_Mat,2,7.4,6,Ha,Da_Lat,Truc_Tiep,4.0,1,1,0,0,0,1,0,1,0,0,0,0,"DV_Khach_San_Homestay,DV_Thue_Xe_Tu_Lai",HD_Leo_Nui_Trekking
KH3129,Nu,55+,Gia_Dinh,4,32.2,8,Xuan,Sapa,App_Di_Dong,2.5,1,1,1,0,0,0,0,1,0,1,0,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay","HD_Leo_Nui_Trekking,HD_Am_Thuc"
KH3130,Nu,36-45,Kham_Pha,1,11.4,4,Dong,Sapa,Website_OTA,5.0,0,1,0,0,0,0,0,1,0,1,0,0,DV_Khach_San_Homestay,"HD_Leo_Nui_Trekking,HD_Am_Thuc"
KH3131,Nam,26-35,Di_Mot_Minh,5,33.1,4,Dong,Sapa,Website_OTA,4.5,0,1,0,0,0,0,0,1,0,1,1,1,DV_Khach_San_Homestay,"HD_Leo_Nui_Trekking,HD_Am_Thuc,HD_Check_In,HD_Nghi_Duong_Chua_Lanh"
KH3132,Nu,36-45,Tuan_Trang_Mat,1,12.3,5,Ha,Ha_Long,App_Di_Dong,3.5,0,1,1,1,0,0,0,0,0,0,1,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Dua_Don_San_Bay",HD_Check_In
KH3133,Nam,46-55,Kham_Pha,1,18.0,8,Xuan,Phu_Quoc,Truc_Tiep,3.0,1,1,1,1,0,0,1,0,1,1,0,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Dua_Don_San_Bay","HD_Tam_Bien,HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
KH3134,Nam,36-45,Tuan_Trang_Mat,4,23.1,5,Dong,Mui_Ne,Website_OTA,4.0,0,1,0,0,0,1,1,0,0,1,0,0,"DV_Khach_San_Homestay,DV_Thue_Xe_Tu_Lai","HD_Tam_Bien,HD_Am_Thuc"
KH3135,Nam,18-25,Cong_Tac,5,25.2,2,Xuan,Sapa,Truc_Tiep,4.5,0,1,0,0,0,1,0,1,0,1,1,0,"DV_Khach_San_Homestay,DV_Thue_Xe_Tu_Lai","HD_Leo_Nui_Trekking,HD_Am_Thuc,HD_Check_In"
KH3136,Nam,36-45,Kham_Pha,3,42.3,6,Ha,Ha_Long,Truc_Tiep,2.5,1,1,1,0,1,0,1,0,0,0,0,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Tour_Va_Khu_Vui_Choi",HD_Tam_Bien
KH3137,Nu,36-45,Di_Mot_Minh,5,20.9,2,Ha,Hoi_An,Super_App_Vi_Dien_Tu,3.5,0,1,0,0,0,0,0,0,1,1,0,0,DV_Khach_San_Homestay,"HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
KH3138,Nam,26-35,Tuan_Trang_Mat,2,43.9,8,Ha,Phu_Quoc,Website_OTA,3.5,1,1,1,1,0,0,1,0,0,1,0,1,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Dua_Don_San_Bay","HD_Tam_Bien,HD_Am_Thuc,HD_Nghi_Duong_Chua_Lanh"
